ID,SMILES
11333,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl
5568,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
36431,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
3661,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
8228,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
16760703,CCCC(CCC)C(=O)[O-].[Na+]
1614,CC(CC1=CC2=C(C=C1)OCO2)N
2712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
941361,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
2895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
5584,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl
22576,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl
4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
2882,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
5467,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
67356,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl
4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
2366,CNCCC1=CC=CC=N1
2370,CC(C[N+](C)(C)C)OC(=O)N
4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
66064,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl
3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl
3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
71424,CCOC1=CC=CC=C1OCC2CNCCO2.Cl
61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
5666,CCOC1=CC=CC=C1OCC2CNCCO2
5606,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
3678,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
2318,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2
2196,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
5074,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3
2446,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br
3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
4991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
3344,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O
4031,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
3290,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
4839,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
71203,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2
91499,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(CS(=O)(=O)O)S(=O)(=O)O
4057,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
4832,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
4642,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O
66069,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl
5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl
667468,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=CC=CC=C31
5318386,CN1[C@@H]2CCC1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
5353622,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N\S(=O)(=O)N)/N
227456,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O
5702073,CC(C)[N+]1([C@@H]2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]
5281088,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=CC=CC=C31.Cl
4106,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC
5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
14987,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO
5011,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2
33254,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl
5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O
5358812,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC.C(=C\C(=O)O)\C(=O)O
667466,CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
5702066,C[N+]1([C@H]2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
1983,CC(=O)NC1=CC=C(C=C1)O
3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
2244,CC(=O)OC1=CC=CC=C1C(=O)O
3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
2537,CC1(C2CCC1(C(=O)C2)C)C
3014024,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
2478,CS(=O)(=O)OCCCCOS(=O)(=O)C
71420,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl
2723,CC1=CC(=CC(=C1Cl)C)O
31239,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
10648,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl
8980,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
34040,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
11224,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O
68553,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
66259,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl
18340,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
3169,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
158798,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.OP(=O)(O)O
4173,CC1=NC=C(N1CCO)[N+](=O)[O-]
135398658,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
637566,CC(=CCC/C(=C/CO)/C)C
6758,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC
5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O
1118,OS(=O)(=O)O
439260,C1=CC(=C(C=C1[C@H](CN)O)O)O
176,CC(=O)O
3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
938,C1=CC(=CN=C1)C(=O)O
681,C1=CC(=C(C=C1CCN)O)O
896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
444266,C(=C\C(=O)O)\C(=O)O
4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
1176,C(=O)(N)N
1110,C(CC(=O)O)C(=O)O
5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
445354,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
1004,OP(=O)(O)O
1045,C(CCN)CN
5959,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
5333,C1=CC(=CC=C1N)S(=O)(=O)N
904,CC(=O)NC1=CC=CC=C1
5455,CN(C)C(=S)SSC(=S)N(C)C
2879,CC1=CC=C(C=C1)O
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
3314,COC1=C(C=CC(=C1)CC=C)O
338,C1=CC=C(C(=C1)C(=O)O)O
11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
313,Cl
60606,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
222,N
3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
44093,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
135398513,C1=NC2=C(N1COCCO)N=C(NC2=O)N
4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
135401907,C1=NNC2=C1C(=O)NC=N2
2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
3385,C1=C(C(=O)NC(=O)N1)F
53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
774,C1=C(NC=N1)CCN
1349907,CN1C=CNC1=S
6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
35370,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
5610,C1=CC(=CC=C1CCN)O
4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
1102,C(CCNCCCN)CN
441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
700,C(CO)N
4696,C1C=C2C(=CC(=O)O2)C(O1)O
12035,CC(=O)N[C@@H](CS)C(=O)O
5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
38853,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
6041,CNC[C@@H](C1=CC(=CC=C1)O)O
54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
944,[N+](=O)(O)[O-]
4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
2266,C(CCCC(=O)O)CCCC(=O)O
4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
1727,C1=CN=CC=C1N
2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
667490,C1=NC2=C(N1)C(=S)N=CN2
441074,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
4735,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
5388962,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
5983,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
6049,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
5054,C1=CC(=CC(=C1)O)O
2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
1066,C1=CC(=C(N=C1)C(=O)O)C(=O)O
5641,CCOC(=O)N
4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C
460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
21704,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
4101,C1N2CN3CN1CN(C2)C3
2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N
6032,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
4284,CCN(CC)C(=O)C1=CC=CC(=C1)C
5904,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
5281,CCCCCCCCCCCCCCCCCC(=O)O
5147,C1=CC=C(C(=C1)C(=O)N)O
5541,CC(=O)OCC(COC(=O)C)OC(=O)C
3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
5585,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
2513,C[As](=O)(C)O
54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
1732,CC1=C(C=CC(=C1)O)Cl
6098,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
854019,CN1[C@@H](CCC1=O)C2=CN=CC=C2
4753,C1=CC=C(C=C1)CC(=O)NC(=O)N
5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3
444972,C(=C/C(=O)O)\C(=O)O
4055,CC1=CC(=O)C2=CC=CC=C2C1=O
1923,C1=CC2=C(C(=C1)O)N=CC=C2
8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
978,C1=CC(=CC=C1C(=O)O)N
6209,C[N+](C)(C)CCO.[Cl-]
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
204,C1(C(=O)NC(=O)N1)NC(=O)N
4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
3657,C(=O)(N)NO
37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
3291,CCC1(CC(=O)NC1=O)C
4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
2265,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
4837,C1CNCCN1
1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
